종목코드,종목명,시장구분
009310,참엔지니어링,코스피
094850,참좋은여행,코스닥
368030,창대정밀,KONEX
004650,창해에탄올,코스닥
278280,천보,코스닥
000650,천일고속,코스피
362320,청담글로벌,코스닥
066360,체리부로,코스닥
033250,체시스,코스피
047820,초록뱀미디어,코스닥
094360,칩스앤미디어,코스닥
016920,카스,코스닥
284620,카이노스메드,코스닥
293490,카카오게임즈,KOSDAQ GLOBAL
323410,카카오뱅크,코스피
035720,카카오,코스피
377300,카카오페이,코스피
140430,카티스,코스닥
042000,카페24,코스닥
006380,카프로,코스피
313760,캐리,코스닥
317530,캐리소프트,코스닥
071850,캐스텍코리아,코스닥
198080,캐프,코스닥
210120,캔버스엔,코스닥
050110,캠시스,코스닥
452300,캡스톤파트너스,코스닥
451760,컨텍,코스닥
900310,컬러레이,코스닥
078340,컴투스,KOSDAQ GLOBAL
063080,컴투스홀딩스,코스닥
307930,컴퍼니케이,코스닥
079190,케스피온,코스닥
263700,케어랩스,코스닥
214370,케어젠,코스닥
221980,케이디켐,코스닥
038530,케이바이오,코스닥
415640,KB발해인프라,코스피
001620,케이비아이동국실업,코스피
024840,KBI메탈,코스닥
455250,KB제25호스팩,코스닥
464680,KB제27호스팩,코스닥
478390,KB제29호스팩,코스닥
486630,KB제30호스팩,코스닥
492220,KB제31호스팩,코스닥
0037T0,KB제32호스팩,코스닥
318000,KBG,코스닥
192250,케이사인,코스닥
431190,케이쓰리아이,코스닥
009440,KC그린홀딩스,코스피
029460,케이씨,코스피
112190,KC산업,KONEX
021320,KCC건설,코스닥
344820,KCC글라스,코스피
115500,케이씨에스,코스닥
119650,KC코트렐,코스피
281820,케이씨텍,코스피
089150,케이씨티,코스닥
025880,케이씨피드,코스닥
093320,케이아이엔엑스,코스닥
093640,케이알엠,코스닥
044450,KSS해운,코스피
101000,KS인더스트리,코스닥
073010,케이에스피,코스닥
226360,KH 건설,코스닥
111870,KH 미래물산,코스닥
060720,KH바텍,코스닥
122450,KX,코스닥
052900,KX하이텍,코스닥
105330,케이엔더블유,코스닥
053080,케이엔솔,코스닥
199430,케이엔알시스템,코스닥
432470,케이엔에스,코스닥
058400,KNN,코스닥
272110,케이엔제이,코스닥
039420,케이엘넷,코스닥
083550,케이엠,코스닥
032500,케이엠더블유,코스닥
225430,케이엠제약,코스닥
102370,케이옥션,코스닥
068100,케이웨더,코스닥
092220,KEC,코스피
106080,케이이엠텍,코스닥
036560,KZ정밀,코스닥
046440,KG모빌리언스,코스닥
455180,케이지에이,코스닥
151860,KG에코솔루션,코스닥
035600,KG이니시스,코스닥
381970,케이카,코스피
145270,케이탑리츠,코스피
089600,KT나스미디어,코스닥
418470,KT밀리의서재,코스닥
030200,KT,코스피
053210,스카이라이프,코스피
058850,KTcs,코스피
058860,KTis,코스피
036030,케이티알파,코스닥
033780,KT&G,코스피
043610,KT지니뮤직,코스닥
064820,케이프,코스닥
024880,케이피에프,코스닥
042040,케이피엠테크,코스닥
054410,케이피티유,코스닥
258610,케일럼,코스닥
274090,켄코아에어로스페이스,코스닥
402420,켈스,KONEX
089010,켐트로닉스,코스닥
220260,켐트로스,코스닥
176590,코나솔,KONEX
052400,코나아이,코스닥
402030,코난테크놀로지,코스닥
391710,코닉오토메이션,코스닥
046070,코다코,코스닥
047770,코데즈컴바인,코스닥
080530,코디,코스닥
417310,코람코더원리츠,코스피
357120,코람코라이프인프라리츠,코스피
104540,코렌텍,코스닥
027050,코리아나,코스닥
007815,코리아써우,코스피
00781K,코리아써키트2우B,코스피
007810,코리아써키트,코스피
190650,코리아에셋투자증권,코스닥
123410,코리아에프티,코스닥
003690,코리안리,코스피
036690,코맥스,코스닥
049430,코메론,코스닥
183300,코미코,KOSDAQ GLOBAL
041960,코미팜,코스닥
089890,코세스,코스닥
360350,코셈,코스닥
082660,코스나인,코스닥
192820,코스맥스,코스피
044820,코스맥스비티아이,코스피
222040,코스맥스엔비티,코스닥
241710,코스메카코리아,코스닥
005070,코스모신소재,코스피
005420,코스모화학,코스피
355150,코스텍시스,코스닥
169670,코스텍시스템,KONEX
071950,코아스,코스피
166480,코아스템켐온,코스닥
045970,코아시아,코스닥
196450,코아시아씨엠,코스닥
384470,코어라인소프트,코스닥
002025,코오롱우,코스피
003075,코오롱글로벌우,코스피
003070,코오롱글로벌,코스피
45014K,코오롱모빌리티그룹우,코스피
450140,코오롱모빌리티그룹,코스피
002020,코오롱,코스피
102940,코오롱생명과학,코스닥
138490,코오롱ENP,코스피
120115,코오롱인더우,코스피
120110,코오롱인더,코스피
950160,코오롱티슈진,코스닥
021240,코웨이,코스피
033290,코웰패션,코스닥
056360,코위버,코스닥
282880,코윈테크,코스닥
121850,코이즈,코스닥
448710,코츠테크놀로지,코스닥
126730,코칩,코스닥
015710,코콤,코스닥
052330,코텍,코스닥
322780,코퍼스코리아,코스닥
036420,콘텐트리중앙,코스피
200130,콜마비앤에이치,KOSDAQ GLOBAL
024720,콜마홀딩스,코스피
294570,쿠콘,코스닥
192400,쿠쿠홀딩스,코스피
284740,쿠쿠홈시스,코스피
317690,퀀타매트릭스,코스닥
227100,퀀텀온,코스닥
432720,퀄리타스반도체,코스닥
456190,큐라켐,KONEX
365270,큐라클,코스닥
086460,큐러블,KONEX
060280,큐렉소,코스닥
372320,큐로셀,코스닥
051780,큐로홀딩스,코스닥
115180,큐리언트,코스닥
445680,큐리옥스바이오시스템즈,코스닥
182360,큐브엔터,코스닥
405100,큐알티,코스닥
066310,큐에스아이,코스닥
136660,큐엠씨,KONEX
016600,큐캐피탈,코스닥
355390,크라우드웍스,코스닥
26490K,크라운제과우,코스피
264900,크라운제과,코스피
005745,크라운해태홀딩스우,코스피
005740,크라운해태홀딩스,코스피
259960,크래프톤,코스피
096240,크레버스,코스닥
040350,크레오에스지,코스닥
215570,크로넥스,KONEX
110790,크리스에프앤씨,코스닥
045520,크린앤사이언스,코스닥
214150,클래시스,KOSDAQ GLOBAL
466100,클로봇,코스닥
237880,클리오,코스닥
139670,키네마스터,코스닥
020120,키다리스튜디오,코스피
475430,키스트론,코스닥
487720,키움제10호스팩,코스닥
489480,키움제11호스팩,코스닥
446840,키움제8호스팩,코스닥
039490,키움증권,코스피
054780,키이스트,코스닥
256940,킵스파마,코스닥
336040,타스컴,KONEX
219130,타이거일렉,코스닥
346010,타이드,KONEX
318660,타임기술,KONEX
476710,타조엔터테인먼트,KONEX
434190,탈로스,KONEX
336680,탑런토탈솔루션,코스닥
360070,탑머티리얼,코스닥
180060,탑선,KONEX
065130,탑엔지니어링,코스닥
134580,탑코미디어,코스닥
014580,태경비케이,코스피
015890,태경산업,코스피
006890,태경케미컬,코스피
023160,태광,코스닥
003240,태광산업,코스피
011280,태림포장,코스피
323280,태성,코스닥
053620,태양,코스닥
052960,태양3C,KONEX
004105,태양금속우,코스피
004100,태양금속,코스피
116100,태양기계,KONEX
009410,태영건설,코스피
009415,태영건설우,코스피
044490,태웅,코스닥
124560,태웅로직스,코스닥
001420,태원물산,코스피
191420,테고사이언스,코스닥
073640,테라사이언스,코스닥
066700,테라젠이텍스,코스닥
095610,테스,코스닥
055490,테이팩스,코스피
308700,테크엔,KONEX
064520,테크엘,코스닥
089030,테크윙,코스닥
258050,테크트랜스,KONEX
054450,텔레칩스,코스닥
078000,텔코웨어,코스피
200230,텔콘RF제약,코스닥
214420,토니모리,코스피
393210,토마토시스템,코스닥
475960,토모큐브,코스닥
215480,토박스코리아,코스닥
051360,토비스,코스닥
045340,토탈소프트,코스닥
108230,톱텍,코스닥
079970,투비소프트,코스닥
199800,툴젠,코스닥
417790,트루엔,코스닥
290090,트윔,코스닥
026150,특수건설,코스닥
464280,티디에스팜,코스닥
117730,티로보틱스,코스닥
033830,티비씨,코스닥
057680,티사이언티픽,코스닥
204610,티쓰리,코스닥
125020,티씨머티리얼즈,코스닥
064760,티씨케이,KOSDAQ GLOBAL
246710,티앤알바이오팹,코스닥
340570,티앤엘,코스닥
043220,티에스넥스젠,코스닥
277880,티에스아이,코스닥
131290,티에스이,코스닥
246690,TS인베스트먼트,코스닥
317240,TS트릴리온,코스닥
019180,티에이치엔,코스피
425420,티에프이,코스닥
484810,티엑스알로보틱스,코스닥
131100,티엔엔터테인먼트,코스닥
356860,티엘비,코스닥
413300,티엘엔지니어링,KONEX
002900,TYM,코스피
36328K,티와이홀딩스우,코스피
363280,티와이홀딩스,코스피
321550,티움바이오,코스닥
091810,티웨이항공,코스피
004870,티웨이홀딩스,코스피
425040,티이엠씨,코스닥
241790,티이엠씨씨엔에스,코스닥
032540,TJ미디어,코스닥
022220,티케이지애강,코스닥
069260,TKG휴켐스,코스피
104480,티케이케미칼,코스닥
081150,티플랙스,코스닥
007980,TP,코스피
130740,티피씨글로벌,코스닥
048770,TPC,코스닥
217880,틸론,KONEX
084730,팅크웨어,코스닥
440110,파두,코스닥
034230,파라다이스,코스피
033540,파라텍,코스닥
388870,파로스아이바이오,코스닥
043200,파루,코스닥
214450,파마리서치,KOSDAQ GLOBAL
217950,파마리서치바이오,KONEX
208340,파멥신,코스닥
005690,파미셀,코스피
177830,파버나인,코스닥
037070,파세코,코스닥
150900,파수,코스닥
037030,파워넷,코스닥
047310,파워로직스,코스닥
266870,파워풀엑스,KONEX
368770,파이버프로,코스닥
170790,파이오링크,코스닥
049120,파인디앤씨,코스닥
038950,파인디지털,코스닥
387570,파인메딕스,코스닥
441270,파인엠텍,코스닥
106240,파인테크닉스,코스닥
131760,파인텍,코스닥
065690,파커스,코스닥
140860,파크시스템스,KOSDAQ GLOBAL
091700,파트론,KOSDAQ GLOBAL
202960,판도라티비,KONEX
032800,판타지오,코스닥
318010,팜스빌,코스닥
036580,팜스코,코스피
027710,팜스토리,코스닥
004720,팜젠사이언스,코스피
266350,팡스카이,KONEX
225590,패션플랫폼,코스닥
054300,팬스타엔터프라이즈,코스닥
068050,팬엔터테인먼트,코스닥
028670,팬오션,코스피
222110,팬젠,코스닥
271830,팸텍,코스닥
010820,퍼스텍,코스피
016800,퍼시스,코스피
263750,펄어비스,KOSDAQ GLOBAL
251970,펌텍코리아,코스닥
001020,페이퍼코리아,코스피
327610,펨토바이오메드,KONEX
168360,펨트론,코스닥
087010,펩트론,코스닥
090080,평화산업,코스피
010770,평화홀딩스,코스피
064800,포니링크,코스닥
119500,포메탈,코스닥
389140,포바이포,코스닥
105760,포스뱅크,코스닥
022100,포스코DX,코스피
058430,포스코스틸리온,코스피
047050,포스코인터내셔널,코스피
003670,포스코퓨처엠,코스피
005490,POSCO홀딩스,코스피
189690,포시에스,코스닥
318020,포인트모바일,코스닥
256630,포인트엔지니어링,코스닥
331380,포커스에이아이,코스닥
208710,포톤,코스닥
472850,폰드그룹,코스닥
234100,폴라리스세원,코스닥
039980,폴라리스AI,코스닥
041910,폴라리스AI파마,코스닥
041020,폴라리스오피스,코스닥
114630,폴라리스우노,코스닥
290720,푸드나무,코스닥
005670,푸드웰,코스닥
094940,푸른기술,코스닥
057880,푸른소나무,코스닥
007330,푸른저축은행,코스닥
017810,풀무원,코스피
093380,풍강,코스닥
023900,풍국주정,코스닥
103140,풍산,코스피
005810,풍산홀딩스,코스피
371950,풍원정밀,코스닥
370090,퓨런티어,코스닥
445180,퓨릿,코스닥
151910,퓨처코어,코스닥
341170,퓨쳐메디신,KONEX
220100,퓨쳐켐,코스닥
035200,프럼파스트,코스닥
334970,프레스티지바이오로직스,코스닥
950210,프레스티지바이오파마,코스피
321260,프로이천,코스닥
296160,프로젠,KONEX
053610,프로텍,코스닥
303360,프로티아,코스닥
377220,프롬바이오,코스닥
335810,프리시젼바이오,코스닥
053160,프리엠스,코스닥
405000,플라즈맵,코스닥
041590,플래스크,코스닥
367000,플래티어,코스닥
075130,플랜티넷,코스닥
222670,플럼라인생명과학,KONEX
009810,플레이그램,코스피
237820,플레이디,코스닥
023770,플레이위드,코스닥
019570,플루토스,코스닥
300080,플리토,코스닥
033790,피노,코스닥
032580,피델릭스,코스닥
051380,피씨디렉트,코스닥
241820,피씨엘,코스닥
452450,피아이이,코스닥
178920,PI첨단소재,코스피
237750,피앤씨테크,코스닥
460940,피앤에스로보틱스,코스닥
332570,PS일렉트로닉스,코스닥
319660,피에스케이,KOSDAQ GLOBAL
031980,피에스케이홀딩스,코스닥
002230,피에스텍,코스닥
043370,피에이치에이,코스닥
239890,피엔에이치테크,코스닥
347740,피엔케이피부임상연구센타,코스닥
137400,피엔티,KOSDAQ GLOBAL
257370,피엔티엠에스,코스닥
024940,PN풍년,코스닥
147760,피엠티,코스닥
128660,피제이메탈,코스닥
006140,피제이전자,코스닥
001340,PKC,코스피
376180,피코그램,코스닥
304840,피플바이오,코스닥
087600,픽셀플러스,코스닥
291810,핀텔,코스닥
378340,필에너지,코스닥
161580,필옵틱스,코스닥
347770,핌스,코스닥
163730,핑거,코스닥
417180,핑거스토리,코스닥
446750,하나26호스팩,코스닥
448370,하나27호스팩,코스닥
454750,하나28호스팩,코스닥
454640,하나29호스팩,코스닥
469880,하나30호스팩,코스닥
469900,하나31호스팩,코스닥
475240,하나32호스팩,코스닥
475250,하나33호스팩,코스닥
484130,하나34호스팩,코스닥
086790,하나금융지주,코스피
299030,하나기술,코스닥
067310,하나마이크론,코스닥
166090,하나머티리얼즈,KOSDAQ GLOBAL
293480,하나제약,코스피
039130,하나투어,코스피
136480,하림,코스닥
003380,하림지주,KOSDAQ GLOBAL
450330,하스,코스닥
101670,하이드로리튬,코스닥
365590,하이딥,코스닥
149980,하이로닉,코스닥
013030,하이록코리아,코스닥
352820,하이브,코스피
126700,하이비젼시스템,코스닥
071090,하이스틸,코스피
450050,하이제8호스팩,코스닥
160190,하이젠알앤엠,코스닥
221840,하이즈항공,코스닥
106190,하이텍팜,코스닥
000087,하이트진로2우B,코스피
000080,하이트진로,코스피
000145,하이트진로홀딩스우,코스피
000140,하이트진로홀딩스,코스피
065650,하이퍼코퍼레이션,코스닥
066130,하츠,코스닥
004590,한국가구,코스닥
036460,한국가스공사,코스피
039340,한국경제TV,코스닥
005430,한국공항,코스피
034950,한국기업평가,코스닥
010040,한국내화,코스피
025540,한국단자,코스피
222980,한국맥널티,코스닥
010100,한국무브넥스,코스피
331660,한국미라클피플사,KONEX
256840,한국비엔씨,코스닥
219750,한국비티비,코스닥
004090,한국석유,코스피
025550,한국선재,코스닥
002200,한국수출포장,코스피
002960,한국쉘석유,코스피
017890,한국알콜,코스닥
000240,한국앤컴퍼니,코스피
033270,유나이티드제약,코스피
080720,한국유니온제약,코스닥
123890,한국자산신탁,코스피
015760,한국전력,코스피
052690,한전기술,코스피
041460,한국전자인증,코스닥
006200,한국전자홀딩스,코스피
101680,한국정밀기계,코스닥
039740,한국정보공학,코스닥
053300,한국정보인증,코스닥
025770,한국정보통신,코스닥
458610,한국제12호스팩,코스닥
464440,한국제13호스팩,코스닥
479880,한국제15호스팩,코스닥
027970,한국제지,코스피
023350,한국종합기술,코스피
025890,한국주강,코스피
000970,한국주철관,코스피
104700,한국철강,코스피
062970,한국첨단소재,코스닥
017960,한국카본,코스피
023760,한국캐피탈,코스닥
054040,한국컴퓨터,코스닥
161890,한국콜마,코스피
021650,한국큐빅,코스닥
161390,한국타이어앤테크놀로지,코스피
034830,한국토지신탁,코스피
152550,한국ANKOR유전,코스피
071055,한국금융지주우,코스피
071050,한국금융지주,코스피
007280,한국특강,코스피
032300,한국파마,코스닥
037230,한국팩키지,코스닥
448900,한국피아이엠,코스닥
047810,한국항공우주,코스피
123690,한국화장품,코스피
003350,한국화장품제조,코스피
030520,한글과컴퓨터,KOSDAQ GLOBAL
052600,한네트,코스닥
011500,한농화성,코스피
002390,한독,코스피
256150,한독크린텍,코스닥
092460,한라IMS,코스닥
053690,한미글로벌,코스피
042700,한미반도체,코스피
008930,한미사이언스,코스피
128940,한미약품,코스피
452190,한빛레이저,코스닥
047080,한빛소프트,코스닥
009240,한샘,코스피
452280,한선엔지니어링,코스닥
020000,한섬,코스피
003680,한성기업,코스피
066980,한성크린텍,코스닥
105630,한세실업,코스피
069640,한세엠케이,코스피
016450,한세예스24홀딩스,코스피
010420,한솔PNS,코스피
009180,한솔로지스틱스,코스피
114810,한솔아이원스,코스닥
070590,한솔인티큐브,코스닥
213500,한솔제지,코스피
014680,한솔케미칼,코스피
004710,한솔테크닉스,코스피
004150,한솔홀딩스,코스피
025750,한솔홈데코,코스피
042520,한스바이오메드,코스닥
004960,한신공영,코스피
011700,한신기계,코스피
430690,한싹,코스닥
078350,한양디지텍,코스닥
045100,한양이엔지,코스닥
001755,한양증권우,코스피
001750,한양증권,코스피
018880,한온시스템,코스피
009420,한올바이오파마,코스피
320000,한울반도체,코스닥
091440,한울소재과학,코스닥
276730,한울앤제주,코스닥
014130,한익스프레스,코스피
024740,한일단조,코스닥
005860,한일사료,코스닥
300720,한일시멘트,코스피
002220,한일철강,코스피
006390,한일현대시멘트,코스피
003300,한일홀딩스,코스피
007770,한일화학,코스닥
051600,한전KPS,코스피
130660,한전산업,코스피
198940,한주라이트메탈,코스닥
058450,한주에이알티,코스닥
107640,한중엔시에스,코스닥
002320,한진,코스피
003480,한진중공업홀딩스,코스피
18064K,한진칼우,코스피
180640,한진칼,코스피
005110,한창,코스피
079170,한창산업,코스닥
009460,한창제지,코스피
372910,한컴라이프케어,코스피
054920,한컴위드,코스닥
457370,한켐,코스닥
002680,한탑,코스닥
098070,한텍,코스닥
000885,한화우,코스피
00088K,한화3우B,코스피
45226K,한화갤러리아우,코스피
452260,한화갤러리아,코스피
451800,한화리츠,코스피
000880,한화,코스피
489790,한화비전,코스피
088350,한화생명,코스피
000370,한화손해보험,코스피
009835,한화솔루션우,코스피
009830,한화솔루션,코스피
272210,한화시스템,코스피
012450,한화에어로스페이스,코스피
082740,한화엔진,코스피
042660,한화오션,코스피
003535,한화투자증권우,코스피
003530,한화투자증권,코스피
455310,한화플러스제4호스팩,코스닥
498390,한화플러스제5호스팩,코스닥
195870,해성디에스,코스피
034810,해성산업,코스닥
03481K,해성산업1우,코스닥
059270,해성에어로보틱스,코스닥
076610,해성옵틱스,코스닥
101530,해태제과식품,코스피
220180,핸디소프트,코스닥
143210,핸즈코퍼레이션,코스피
900270,헝셩그룹,코스닥
214180,헥토이노베이션,코스닥
234340,헥토파이낸셜,코스닥
084990,헬릭스미스,코스닥
000725,현대건설우,코스피
000720,현대건설,코스피
170030,현대공업,코스닥
453340,현대그린푸드,코스피
086280,현대글로비스,코스피
064350,현대로템,코스피
079430,현대리바트,코스피
012330,현대모비스,코스피
319400,현대무벡스,코스닥
052260,현대바이오랜드,코스닥
048410,현대바이오,코스닥
069960,현대백화점,코스피
004560,현대비앤지스틸,코스피
016790,현대사료,코스닥
004310,현대약품,코스피
041440,현대에버다임,코스닥
187660,현대ADM,코스닥
039010,현대에이치티,코스닥
017800,현대엘리베이터,코스피
307950,현대오토에버,코스피
011210,현대위아,코스피
090850,현대이지웰,코스닥
005385,현대차우,코스피
005387,현대차2우B,코스피
005389,현대차3우B,코스피
005380,현대차,코스피
004020,현대제철,코스피
005440,현대지에프홀딩스,코스피
001500,현대차증권,코스피
011760,현대코퍼레이션,코스피
227840,현대코퍼레이션홀딩스,코스피
126560,현대퓨처넷,코스피
001450,현대해상,코스피
057050,현대홈쇼핑,코스피
460930,현대힘스,코스닥
092300,현우산업,코스닥
138360,협진,코스닥
308100,형지글로벌,코스닥
011080,형지I&C,코스닥
093240,형지엘리트,코스피
003010,혜인,코스피
111110,호전실업,코스피
008775,호텔신라우,코스피
008770,호텔신라,코스피
060560,홈센타홀딩스,코스닥
064240,홈캐스트,코스닥
039610,화성밸브,코스닥
378850,화승알앤에이,코스피
241590,화승엔터프라이즈,코스피
006060,화승인더,코스피
013520,화승코퍼레이션,코스피
010690,화신,코스피
126640,화신정공,코스닥
133820,화인베스틸,코스피
127980,화인써키트,코스닥
061250,화일약품,코스닥
010660,화천기계,코스피
000850,화천기공,코스피
016580,환인제약,코스피
032560,황금에스티,코스피
004800,효성,코스피
094280,효성ITX,코스피
097870,효성오앤비,코스닥
298040,효성중공업,코스피
298020,효성티앤씨,코스피
298000,효성화학,코스피
093370,후성,코스피
290270,휴네시온,코스닥
005870,휴니드,코스피
353190,휴럼,코스닥
090710,휴림로봇,코스닥
078590,휴림에이텍,코스닥
205470,휴마시스,코스닥
115160,휴맥스,코스닥
028080,휴맥스홀딩스,코스닥
175140,휴먼테크놀로지,코스닥
200670,휴메딕스,코스닥
079980,휴비스,코스피
065510,휴비츠,코스닥
005010,휴스틸,코스피
263920,휴엠앤씨,코스닥
243070,휴온스,코스닥
084110,휴온스글로벌,코스닥
145020,휴젤,KOSDAQ GLOBAL
024060,흥구석유,코스닥
010240,흥국,코스닥
189980,흥국에프엔비,코스닥
000545,흥국화재우,코스피
000540,흥국화재,코스피
003280,흥아해운,코스피
037440,희림,코스닥
238490,힘스,코스닥
